Step,Sequence,Sum,Choices
16875,"[ 0 -8 0 56 -70 56 0 0 0 ]",34,"0 - 0 + - + 0 0 0 "
17028,"[ 0 -8 0 -56 70 56 -28 0 0 ]",34,"0 - 0 - + + - 0 0 "
17073,"[ 0 -8 0 -56 70 0 28 0 0 ]",34,"0 - 0 - + 0 + 0 0 "
17289,"[ 0 -8 0 0 70 -56 28 0 0 ]",34,"0 - 0 0 + - + 0 0 "
17325,"[ 0 -8 0 0 70 0 -28 0 0 ]",34,"0 - 0 0 + 0 - 0 0 "
17592,"[ 0 0 28 56 -70 56 -28 -8 0 ]",34,"0 0 + + - + - - 0 "
17637,"[ 0 0 28 56 -70 0 28 -8 0 ]",34,"0 0 + + - 0 + - 0 "
17817,"[ 0 0 28 -56 70 0 0 -8 0 ]",34,"0 0 + - + 0 0 - 0 "
18033,"[ 0 0 28 0 70 -56 0 -8 0 ]",34,"0 0 + 0 + - 0 - 0 "
18069,"[ 0 0 28 0 -70 56 28 -8 0 ]",34,"0 0 + 0 - + + - 0 "
18276,"[ 0 0 -28 56 70 -56 0 -8 0 ]",34,"0 0 - + + - 0 - 0 "
18312,"[ 0 0 -28 56 -70 56 28 -8 0 ]",34,"0 0 - + - + + - 0 "
18492,"[ 0 0 -28 -56 70 56 0 -8 0 ]",34,"0 0 - - + + 0 - 0 "
18789,"[ 0 0 -28 0 70 0 0 -8 0 ]",34,"0 0 - 0 + 0 0 - 0 "
18996,"[ 0 0 0 56 70 -56 -28 -8 0 ]",34,"0 0 0 + + - - - 0 "
19059,"[ 0 0 0 56 -70 56 0 -8 0 ]",34,"0 0 0 + - + 0 - 0 "
19212,"[ 0 0 0 -56 70 56 -28 -8 0 ]",34,"0 0 0 - + + - - 0 "
19257,"[ 0 0 0 -56 70 0 28 -8 0 ]",34,"0 0 0 - + 0 + - 0 "
19473,"[ 0 0 0 0 70 -56 28 -8 0 ]",34,"0 0 0 0 + - + - 0 "
19509,"[ 0 0 0 0 70 0 -28 -8 0 ]",34,"0 0 0 0 + 0 - - 0 "
