Step,Sequence,Sum,Choices
5656,"[ 1 0 21 -35 35 0 0 -1 ]",21,"+ 0 + - + 0 0 - "
5710,"[ 1 0 21 0 0 0 0 -1 ]",21,"+ 0 + 0 0 0 0 - "
5764,"[ 1 0 21 35 -35 0 0 -1 ]",21,"+ 0 + + - 0 0 - "
5980,"[ 1 7 -21 0 35 0 0 -1 ]",21,"+ + - 0 + 0 0 - "
6034,"[ 1 7 -21 35 0 0 0 -1 ]",21,"+ + - + 0 0 0 - "
6148,"[ 1 7 0 -35 35 21 -7 -1 ]",21,"+ + 0 - + + - - "
6202,"[ 1 7 0 0 0 21 -7 -1 ]",21,"+ + 0 0 0 + - - "
6214,"[ 1 7 0 0 35 -21 0 -1 ]",21,"+ + 0 0 + - 0 - "
6256,"[ 1 7 0 35 -35 21 -7 -1 ]",21,"+ + 0 + - + - - "
6268,"[ 1 7 0 35 0 -21 0 -1 ]",21,"+ + 0 + 0 - 0 - "
6370,"[ 1 7 21 -35 0 21 7 -1 ]",21,"+ + + - 0 + + - "
6382,"[ 1 7 21 -35 35 0 -7 -1 ]",21,"+ + + - + 0 - - "
6424,"[ 1 7 21 0 -35 21 7 -1 ]",21,"+ + + 0 - + + - "
6436,"[ 1 7 21 0 0 0 -7 -1 ]",21,"+ + + 0 0 0 - - "
6490,"[ 1 7 21 35 -35 0 -7 -1 ]",21,"+ + + + - 0 - - "
