Step,Sequence,Sum,Choices
263,"[ -1 0 0 10 0 -1 ]",8,"- 0 0 + 0 - "
299,"[ -1 0 10 0 0 -1 ]",8,"- 0 + 0 0 - "
350,"[ -1 -5 0 10 5 -1 ]",8,"- - 0 + + - "
386,"[ -1 -5 10 0 5 -1 ]",8,"- - + 0 + - "
401,"[ -1 -5 10 10 -5 -1 ]",8,"- - + + - - "
413,"[ -1 5 0 0 5 -1 ]",8,"- + 0 0 + - "
428,"[ -1 5 0 10 -5 -1 ]",8,"- + 0 + - - "
458,"[ -1 5 -10 10 5 -1 ]",8,"- + - + + - "
464,"[ -1 5 10 0 -5 -1 ]",8,"- + + 0 - - "
476,"[ -1 5 10 -10 5 -1 ]",8,"- + + - + - "
