Step,Sequence,Sum,Choices
11987,"[ 0 9 -36 84 126 0 -84 -36 -9 1 ]",55,"0 + - + + 0 - - - + "
12527,"[ 0 9 -36 -84 0 126 84 -36 -9 1 ]",55,"0 + - - 0 + + - - + "
12689,"[ 0 9 -36 -84 126 0 84 -36 -9 1 ]",55,"0 + - - + 0 + - - + "
15326,"[ 0 -9 36 0 0 0 0 36 -9 1 ]",55,"0 - + 0 0 0 0 + - + "
15731,"[ 0 -9 36 0 126 -126 0 36 -9 1 ]",55,"0 - + 0 + - 0 + - + "
15893,"[ 0 -9 36 0 -126 126 0 36 -9 1 ]",55,"0 - + 0 - + 0 + - + "
16109,"[ 0 -9 36 84 0 0 -84 36 -9 1 ]",55,"0 - + + 0 0 - + - + "
16514,"[ 0 -9 36 84 126 -126 -84 36 -9 1 ]",55,"0 - + + + - - + - + "
16676,"[ 0 -9 36 84 -126 126 -84 36 -9 1 ]",55,"0 - + + - + - + - + "
16811,"[ 0 -9 36 -84 0 0 84 36 -9 1 ]",55,"0 - + - 0 0 + + - + "
17216,"[ 0 -9 36 -84 126 -126 84 36 -9 1 ]",55,"0 - + - + - + + - + "
17378,"[ 0 -9 36 -84 -126 126 84 36 -9 1 ]",55,"0 - + - - + + + - + "
17600,"[ 0 -9 -36 0 0 126 0 -36 9 1 ]",55,"0 - - 0 0 + 0 - + + "
17762,"[ 0 -9 -36 0 126 0 0 -36 9 1 ]",55,"0 - - 0 + 0 0 - + + "
18383,"[ 0 -9 -36 84 0 126 -84 -36 9 1 ]",55,"0 - - + 0 + - - + + "
18545,"[ 0 -9 -36 84 126 0 -84 -36 9 1 ]",55,"0 - - + + 0 - - + + "
19085,"[ 0 -9 -36 -84 0 126 84 -36 9 1 ]",55,"0 - - - 0 + + - + + "
19247,"[ 0 -9 -36 -84 126 0 84 -36 9 1 ]",55,"0 - - - + 0 + - + + "
24157,"[ 1 0 -36 0 0 126 0 -36 0 0 ]",55,"+ 0 - 0 0 + 0 - 0 0 "
24319,"[ 1 0 -36 0 126 0 0 -36 0 0 ]",55,"+ 0 - 0 + 0 0 - 0 0 "
24940,"[ 1 0 -36 84 0 126 -84 -36 0 0 ]",55,"+ 0 - + 0 + - - 0 0 "
25102,"[ 1 0 -36 84 126 0 -84 -36 0 0 ]",55,"+ 0 - + + 0 - - 0 0 "
25642,"[ 1 0 -36 -84 0 126 84 -36 0 0 ]",55,"+ 0 - - 0 + + - 0 0 "
25804,"[ 1 0 -36 -84 126 0 84 -36 0 0 ]",55,"+ 0 - - + 0 + - 0 0 "
26257,"[ 1 9 0 0 0 0 0 36 9 0 ]",55,"+ + 0 0 0 0 0 + + 0 "
26662,"[ 1 9 0 0 126 -126 0 36 9 0 ]",55,"+ + 0 0 + - 0 + + 0 "
26824,"[ 1 9 0 0 -126 126 0 36 9 0 ]",55,"+ + 0 0 - + 0 + + 0 "
27040,"[ 1 9 0 84 0 0 -84 36 9 0 ]",55,"+ + 0 + 0 0 - + + 0 "
27445,"[ 1 9 0 84 126 -126 -84 36 9 0 ]",55,"+ + 0 + + - - + + 0 "
27607,"[ 1 9 0 84 -126 126 -84 36 9 0 ]",55,"+ + 0 + - + - + + 0 "
27742,"[ 1 9 0 -84 0 0 84 36 9 0 ]",55,"+ + 0 - 0 0 + + + 0 "
28147,"[ 1 9 0 -84 126 -126 84 36 9 0 ]",55,"+ + 0 - + - + + + 0 "
28309,"[ 1 9 0 -84 -126 126 84 36 9 0 ]",55,"+ + 0 - - + + + + 0 "
28435,"[ 1 9 36 0 0 0 0 0 9 0 ]",55,"+ + + 0 0 0 0 0 + 0 "
28840,"[ 1 9 36 0 126 -126 0 0 9 0 ]",55,"+ + + 0 + - 0 0 + 0 "
29002,"[ 1 9 36 0 -126 126 0 0 9 0 ]",55,"+ + + 0 - + 0 0 + 0 "
29218,"[ 1 9 36 84 0 0 -84 0 9 0 ]",55,"+ + + + 0 0 - 0 + 0 "
29623,"[ 1 9 36 84 126 -126 -84 0 9 0 ]",55,"+ + + + + - - 0 + 0 "
29785,"[ 1 9 36 84 -126 126 -84 0 9 0 ]",55,"+ + + + - + - 0 + 0 "
29920,"[ 1 9 36 -84 0 0 84 0 9 0 ]",55,"+ + + - 0 0 + 0 + 0 "
30325,"[ 1 9 36 -84 126 -126 84 0 9 0 ]",55,"+ + + - + - + 0 + 0 "
30487,"[ 1 9 36 -84 -126 126 84 0 9 0 ]",55,"+ + + - - + + 0 + 0 "
30724,"[ 1 9 -36 0 0 126 0 -36 -9 0 ]",55,"+ + - 0 0 + 0 - - 0 "
30886,"[ 1 9 -36 0 126 0 0 -36 -9 0 ]",55,"+ + - 0 + 0 0 - - 0 "
31507,"[ 1 9 -36 84 0 126 -84 -36 -9 0 ]",55,"+ + - + 0 + - - - 0 "
31669,"[ 1 9 -36 84 126 0 -84 -36 -9 0 ]",55,"+ + - + + 0 - - - 0 "
32209,"[ 1 9 -36 -84 0 126 84 -36 -9 0 ]",55,"+ + - - 0 + + - - 0 "
32371,"[ 1 9 -36 -84 126 0 84 -36 -9 0 ]",55,"+ + - - + 0 + - - 0 "
35008,"[ 1 -9 36 0 0 0 0 36 -9 0 ]",55,"+ - + 0 0 0 0 + - 0 "
35413,"[ 1 -9 36 0 126 -126 0 36 -9 0 ]",55,"+ - + 0 + - 0 + - 0 "
35575,"[ 1 -9 36 0 -126 126 0 36 -9 0 ]",55,"+ - + 0 - + 0 + - 0 "
35791,"[ 1 -9 36 84 0 0 -84 36 -9 0 ]",55,"+ - + + 0 0 - + - 0 "
36196,"[ 1 -9 36 84 126 -126 -84 36 -9 0 ]",55,"+ - + + + - - + - 0 "
36358,"[ 1 -9 36 84 -126 126 -84 36 -9 0 ]",55,"+ - + + - + - + - 0 "
36493,"[ 1 -9 36 -84 0 0 84 36 -9 0 ]",55,"+ - + - 0 0 + + - 0 "
36898,"[ 1 -9 36 -84 126 -126 84 36 -9 0 ]",55,"+ - + - + - + + - 0 "
37060,"[ 1 -9 36 -84 -126 126 84 36 -9 0 ]",55,"+ - + - - + + + - 0 "
37282,"[ 1 -9 -36 0 0 126 0 -36 9 0 ]",55,"+ - - 0 0 + 0 - + 0 "
37444,"[ 1 -9 -36 0 126 0 0 -36 9 0 ]",55,"+ - - 0 + 0 0 - + 0 "
38065,"[ 1 -9 -36 84 0 126 -84 -36 9 0 ]",55,"+ - - + 0 + - - + 0 "
38227,"[ 1 -9 -36 84 126 0 -84 -36 9 0 ]",55,"+ - - + + 0 - - + 0 "
38767,"[ 1 -9 -36 -84 0 126 84 -36 9 0 ]",55,"+ - - - 0 + + - + 0 "
38929,"[ 1 -9 -36 -84 126 0 84 -36 9 0 ]",55,"+ - - - + 0 + - + 0 "
39417,"[ -1 0 0 0 0 0 84 -36 9 -1 ]",55,"- 0 0 0 0 0 + - + - "
39822,"[ -1 0 0 0 126 -126 84 -36 9 -1 ]",55,"- 0 0 0 + - + - + - "
39984,"[ -1 0 0 0 -126 126 84 -36 9 -1 ]",55,"- 0 0 0 - + + - + - "
40119,"[ -1 0 0 84 0 0 0 -36 9 -1 ]",55,"- 0 0 + 0 0 0 - + - "
40524,"[ -1 0 0 84 126 -126 0 -36 9 -1 ]",55,"- 0 0 + + - 0 - + - "
40686,"[ -1 0 0 84 -126 126 0 -36 9 -1 ]",55,"- 0 0 + - + 0 - + - "
41226,"[ -1 0 0 -84 126 126 -84 -36 9 -1 ]",55,"- 0 0 - + + - - + - "
43773,"[ -1 0 -36 0 0 0 84 0 9 -1 ]",55,"- 0 - 0 0 0 + 0 + - "
44178,"[ -1 0 -36 0 126 -126 84 0 9 -1 ]",55,"- 0 - 0 + - + 0 + - "
44340,"[ -1 0 -36 0 -126 126 84 0 9 -1 ]",55,"- 0 - 0 - + + 0 + - "
44475,"[ -1 0 -36 84 0 0 0 0 9 -1 ]",55,"- 0 - + 0 0 0 0 + - "
44880,"[ -1 0 -36 84 126 -126 0 0 9 -1 ]",55,"- 0 - + + - 0 0 + - "
45042,"[ -1 0 -36 84 -126 126 0 0 9 -1 ]",55,"- 0 - + - + 0 0 + - "
45582,"[ -1 0 -36 -84 126 126 -84 0 9 -1 ]",55,"- 0 - - + + - 0 + - "
45975,"[ -1 9 0 0 0 0 84 -36 0 -1 ]",55,"- + 0 0 0 0 + - 0 - "
46380,"[ -1 9 0 0 126 -126 84 -36 0 -1 ]",55,"- + 0 0 + - + - 0 - "
46542,"[ -1 9 0 0 -126 126 84 -36 0 -1 ]",55,"- + 0 0 - + + - 0 - "
46677,"[ -1 9 0 84 0 0 0 -36 0 -1 ]",55,"- + 0 + 0 0 0 - 0 - "
47082,"[ -1 9 0 84 126 -126 0 -36 0 -1 ]",55,"- + 0 + + - 0 - 0 - "
47244,"[ -1 9 0 84 -126 126 0 -36 0 -1 ]",55,"- + 0 + - + 0 - 0 - "
47784,"[ -1 9 0 -84 126 126 -84 -36 0 -1 ]",55,"- + 0 - + + - - 0 - "
50331,"[ -1 9 -36 0 0 0 84 0 0 -1 ]",55,"- + - 0 0 0 + 0 0 - "
50736,"[ -1 9 -36 0 126 -126 84 0 0 -1 ]",55,"- + - 0 + - + 0 0 - "
50898,"[ -1 9 -36 0 -126 126 84 0 0 -1 ]",55,"- + - 0 - + + 0 0 - "
51033,"[ -1 9 -36 84 0 0 0 0 0 -1 ]",55,"- + - + 0 0 0 0 0 - "
51438,"[ -1 9 -36 84 126 -126 0 0 0 -1 ]",55,"- + - + + - 0 0 0 - "
51600,"[ -1 9 -36 84 -126 126 0 0 0 -1 ]",55,"- + - + - + 0 0 0 - "
52140,"[ -1 9 -36 -84 126 126 -84 0 0 -1 ]",55,"- + - - + + - 0 0 - "
