Step,Sequence,Sum,Choices
5,"[ -1 2 1 ]",2,"- + + "
13,"[ 1 2 -1 ]",2,"+ + - "
17,"[ 1 0 1 ]",2,"+ 0 + "
24,"[ 0 2 0 ]",2,"0 + 0 "
