Step,Sequence,Sum,Choices
1442,"[ -1 7 0 0 0 21 -7 1 ]",21,"- + 0 0 0 + - + "
1568,"[ -1 0 -21 35 35 -21 -7 1 ]",21,"- 0 - + + - - + "
1616,"[ -1 0 -21 35 0 0 7 1 ]",21,"- 0 - + 0 0 + + "
1670,"[ -1 0 -21 0 35 0 7 1 ]",21,"- 0 - 0 + 0 + + "
1754,"[ -1 0 21 -35 35 0 0 1 ]",21,"- 0 + - + 0 0 + "
1808,"[ -1 0 21 35 -35 0 0 1 ]",21,"- 0 + + - 0 0 + "
1943,"[ -1 0 21 0 0 0 0 1 ]",21,"- 0 + 0 0 0 0 + "
1988,"[ -1 0 0 -35 35 21 0 1 ]",21,"- 0 0 - + + 0 + "
2042,"[ -1 0 0 35 -35 21 0 1 ]",21,"- 0 0 + - + 0 + "
2084,"[ -1 0 0 35 0 -21 7 1 ]",21,"- 0 0 + 0 - + + "
2138,"[ -1 0 0 0 35 -21 7 1 ]",21,"- 0 0 0 + - + + "
2177,"[ -1 0 0 0 0 21 0 1 ]",21,"- 0 0 0 0 + 0 + "
2302,"[ 1 -7 -21 35 35 -21 0 -1 ]",21,"+ - - + + - 0 - "
2332,"[ 1 -7 -21 35 0 21 -7 -1 ]",21,"+ - - + 0 + - - "
2386,"[ 1 -7 -21 0 35 21 -7 -1 ]",21,"+ - - 0 + + - - "
2479,"[ 1 -7 21 -35 35 0 7 -1 ]",21,"+ - + - + 0 + - "
2533,"[ 1 -7 21 35 -35 0 7 -1 ]",21,"+ - + + - 0 + - "
2566,"[ 1 -7 21 35 0 -21 -7 -1 ]",21,"+ - + + 0 - - - "
2620,"[ 1 -7 21 0 35 -21 -7 -1 ]",21,"+ - + 0 + - - - "
2668,"[ 1 -7 21 0 0 0 7 -1 ]",21,"+ - + 0 0 0 + - "
2713,"[ 1 -7 0 -35 35 21 7 -1 ]",21,"+ - 0 - + + + - "
2767,"[ 1 -7 0 35 -35 21 7 -1 ]",21,"+ - 0 + - + + - "
2827,"[ 1 -7 0 35 0 0 -7 -1 ]",21,"+ - 0 + 0 0 - - "
2881,"[ 1 -7 0 0 35 0 -7 -1 ]",21,"+ - 0 0 + 0 - - "
2902,"[ 1 -7 0 0 0 21 7 -1 ]",21,"+ - 0 0 0 + + - "
3076,"[ 1 7 -21 35 0 0 0 -1 ]",21,"+ + - + 0 0 0 - "
3130,"[ 1 7 -21 0 35 0 0 -1 ]",21,"+ + - 0 + 0 0 - "
3205,"[ 1 7 21 -35 35 0 -7 -1 ]",21,"+ + + - + 0 - - "
3226,"[ 1 7 21 -35 0 21 7 -1 ]",21,"+ + + - 0 + + - "
3259,"[ 1 7 21 35 -35 0 -7 -1 ]",21,"+ + + + - 0 - - "
3334,"[ 1 7 21 0 -35 21 7 -1 ]",21,"+ + + 0 - + + - "
3394,"[ 1 7 21 0 0 0 -7 -1 ]",21,"+ + + 0 0 0 - - "
3439,"[ 1 7 0 -35 35 21 -7 -1 ]",21,"+ + 0 - + + - - "
3493,"[ 1 7 0 35 -35 21 -7 -1 ]",21,"+ + 0 + - + - - "
3544,"[ 1 7 0 35 0 -21 0 -1 ]",21,"+ + 0 + 0 - 0 - "
3598,"[ 1 7 0 0 35 -21 0 -1 ]",21,"+ + 0 0 + - 0 - "
3628,"[ 1 7 0 0 0 21 -7 -1 ]",21,"+ + 0 0 0 + - - "
3754,"[ 1 0 -21 35 35 -21 -7 -1 ]",21,"+ 0 - + + - - - "
3802,"[ 1 0 -21 35 0 0 7 -1 ]",21,"+ 0 - + 0 0 + - "
3856,"[ 1 0 -21 0 35 0 7 -1 ]",21,"+ 0 - 0 + 0 + - "
3940,"[ 1 0 21 -35 35 0 0 -1 ]",21,"+ 0 + - + 0 0 - "
3994,"[ 1 0 21 35 -35 0 0 -1 ]",21,"+ 0 + + - 0 0 - "
4129,"[ 1 0 21 0 0 0 0 -1 ]",21,"+ 0 + 0 0 0 0 - "
4174,"[ 1 0 0 -35 35 21 0 -1 ]",21,"+ 0 0 - + + 0 - "
4228,"[ 1 0 0 35 -35 21 0 -1 ]",21,"+ 0 0 + - + 0 - "
4270,"[ 1 0 0 35 0 -21 7 -1 ]",21,"+ 0 0 + 0 - + - "
4324,"[ 1 0 0 0 35 -21 7 -1 ]",21,"+ 0 0 0 + - + - "
4363,"[ 1 0 0 0 0 21 0 -1 ]",21,"+ 0 0 0 0 + 0 - "
4491,"[ 0 -7 -21 35 35 -21 0 0 ]",21,"0 - - + + - 0 0 "
4521,"[ 0 -7 -21 35 0 21 -7 0 ]",21,"0 - - + 0 + - 0 "
4575,"[ 0 -7 -21 0 35 21 -7 0 ]",21,"0 - - 0 + + - 0 "
4668,"[ 0 -7 21 -35 35 0 7 0 ]",21,"0 - + - + 0 + 0 "
4722,"[ 0 -7 21 35 -35 0 7 0 ]",21,"0 - + + - 0 + 0 "
4755,"[ 0 -7 21 35 0 -21 -7 0 ]",21,"0 - + + 0 - - 0 "
4809,"[ 0 -7 21 0 35 -21 -7 0 ]",21,"0 - + 0 + - - 0 "
4857,"[ 0 -7 21 0 0 0 7 0 ]",21,"0 - + 0 0 0 + 0 "
4902,"[ 0 -7 0 -35 35 21 7 0 ]",21,"0 - 0 - + + + 0 "
4956,"[ 0 -7 0 35 -35 21 7 0 ]",21,"0 - 0 + - + + 0 "
5016,"[ 0 -7 0 35 0 0 -7 0 ]",21,"0 - 0 + 0 0 - 0 "
5070,"[ 0 -7 0 0 35 0 -7 0 ]",21,"0 - 0 0 + 0 - 0 "
5091,"[ 0 -7 0 0 0 21 7 0 ]",21,"0 - 0 0 0 + + 0 "
5265,"[ 0 7 -21 35 0 0 0 0 ]",21,"0 + - + 0 0 0 0 "
5319,"[ 0 7 -21 0 35 0 0 0 ]",21,"0 + - 0 + 0 0 0 "
5394,"[ 0 7 21 -35 35 0 -7 0 ]",21,"0 + + - + 0 - 0 "
5415,"[ 0 7 21 -35 0 21 7 0 ]",21,"0 + + - 0 + + 0 "
5448,"[ 0 7 21 35 -35 0 -7 0 ]",21,"0 + + + - 0 - 0 "
5523,"[ 0 7 21 0 -35 21 7 0 ]",21,"0 + + 0 - + + 0 "
5583,"[ 0 7 21 0 0 0 -7 0 ]",21,"0 + + 0 0 0 - 0 "
5628,"[ 0 7 0 -35 35 21 -7 0 ]",21,"0 + 0 - + + - 0 "
5682,"[ 0 7 0 35 -35 21 -7 0 ]",21,"0 + 0 + - + - 0 "
5733,"[ 0 7 0 35 0 -21 0 0 ]",21,"0 + 0 + 0 - 0 0 "
5787,"[ 0 7 0 0 35 -21 0 0 ]",21,"0 + 0 0 + - 0 0 "
5817,"[ 0 7 0 0 0 21 -7 0 ]",21,"0 + 0 0 0 + - 0 "
5943,"[ 0 0 -21 35 35 -21 -7 0 ]",21,"0 0 - + + - - 0 "
5991,"[ 0 0 -21 35 0 0 7 0 ]",21,"0 0 - + 0 0 + 0 "
6045,"[ 0 0 -21 0 35 0 7 0 ]",21,"0 0 - 0 + 0 + 0 "
6129,"[ 0 0 21 -35 35 0 0 0 ]",21,"0 0 + - + 0 0 0 "
6183,"[ 0 0 21 35 -35 0 0 0 ]",21,"0 0 + + - 0 0 0 "
6318,"[ 0 0 21 0 0 0 0 0 ]",21,"0 0 + 0 0 0 0 0 "
6363,"[ 0 0 0 -35 35 21 0 0 ]",21,"0 0 0 - + + 0 0 "
6417,"[ 0 0 0 35 -35 21 0 0 ]",21,"0 0 0 + - + 0 0 "
6459,"[ 0 0 0 35 0 -21 7 0 ]",21,"0 0 0 + 0 - + 0 "
6513,"[ 0 0 0 0 35 -21 7 0 ]",21,"0 0 0 0 + - + 0 "
6552,"[ 0 0 0 0 0 21 0 0 ]",21,"0 0 0 0 0 + 0 0 "
