Step,Sequence,Sum,Choices
6537,"[ 1 9 0 0 0 0 0 36 9 0 ]",55,"+ + 0 0 0 0 0 + + 0 "
6675,"[ 1 -9 36 84 126 -126 -84 36 -9 0 ]",55,"+ - + + + - - + - 0 "
6837,"[ 1 -9 36 84 -126 126 -84 36 -9 0 ]",55,"+ - + + - + - + - 0 "
7242,"[ 1 -9 36 84 0 0 -84 36 -9 0 ]",55,"+ - + + 0 0 - + - 0 "
7377,"[ 1 -9 36 -84 126 -126 84 36 -9 0 ]",55,"+ - + - + - + + - 0 "
7539,"[ 1 -9 36 -84 -126 126 84 36 -9 0 ]",55,"+ - + - - + + + - 0 "
7944,"[ 1 -9 36 -84 0 0 84 36 -9 0 ]",55,"+ - + - 0 0 + + - 0 "
8160,"[ 1 -9 36 0 126 -126 0 36 -9 0 ]",55,"+ - + 0 + - 0 + - 0 "
8322,"[ 1 -9 36 0 -126 126 0 36 -9 0 ]",55,"+ - + 0 - + 0 + - 0 "
8727,"[ 1 -9 36 0 0 0 0 36 -9 0 ]",55,"+ - + 0 0 0 0 + - 0 "
8949,"[ 1 -9 -36 84 126 0 -84 -36 9 0 ]",55,"+ - - + + 0 - - + 0 "
9273,"[ 1 -9 -36 84 0 126 -84 -36 9 0 ]",55,"+ - - + 0 + - - + 0 "
9651,"[ 1 -9 -36 -84 126 0 84 -36 9 0 ]",55,"+ - - - + 0 + - + 0 "
9975,"[ 1 -9 -36 -84 0 126 84 -36 9 0 ]",55,"+ - - - 0 + + - + 0 "
10434,"[ 1 -9 -36 0 126 0 0 -36 9 0 ]",55,"+ - - 0 + 0 0 - + 0 "
10758,"[ 1 -9 -36 0 0 126 0 -36 9 0 ]",55,"+ - - 0 0 + 0 - + 0 "
15516,"[ 1 0 -36 84 126 0 -84 -36 0 0 ]",55,"+ 0 - + + 0 - - 0 0 "
15840,"[ 1 0 -36 84 0 126 -84 -36 0 0 ]",55,"+ 0 - + 0 + - - 0 0 "
16218,"[ 1 0 -36 -84 126 0 84 -36 0 0 ]",55,"+ 0 - - + 0 + - 0 0 "
16542,"[ 1 0 -36 -84 0 126 84 -36 0 0 ]",55,"+ 0 - - 0 + + - 0 0 "
17001,"[ 1 0 -36 0 126 0 0 -36 0 0 ]",55,"+ 0 - 0 + 0 0 - 0 0 "
17325,"[ 1 0 -36 0 0 126 0 -36 0 0 ]",55,"+ 0 - 0 0 + 0 - 0 0 "
22031,"[ -1 9 -36 84 126 -126 0 0 0 -1 ]",55,"- + - + + - 0 0 0 - "
22193,"[ -1 9 -36 84 -126 126 0 0 0 -1 ]",55,"- + - + - + 0 0 0 - "
22598,"[ -1 9 -36 84 0 0 0 0 0 -1 ]",55,"- + - + 0 0 0 0 0 - "
22652,"[ -1 9 -36 -84 126 126 -84 0 0 -1 ]",55,"- + - - + + - 0 0 - "
23435,"[ -1 9 -36 0 126 -126 84 0 0 -1 ]",55,"- + - 0 + - + 0 0 - "
23597,"[ -1 9 -36 0 -126 126 84 0 0 -1 ]",55,"- + - 0 - + + 0 0 - "
24002,"[ -1 9 -36 0 0 0 84 0 0 -1 ]",55,"- + - 0 0 0 + 0 0 - "
24209,"[ -1 9 0 84 126 -126 0 -36 0 -1 ]",55,"- + 0 + + - 0 - 0 - "
24371,"[ -1 9 0 84 -126 126 0 -36 0 -1 ]",55,"- + 0 + - + 0 - 0 - "
24776,"[ -1 9 0 84 0 0 0 -36 0 -1 ]",55,"- + 0 + 0 0 0 - 0 - "
24830,"[ -1 9 0 -84 126 126 -84 -36 0 -1 ]",55,"- + 0 - + + - - 0 - "
25613,"[ -1 9 0 0 126 -126 84 -36 0 -1 ]",55,"- + 0 0 + - + - 0 - "
25775,"[ -1 9 0 0 -126 126 84 -36 0 -1 ]",55,"- + 0 0 - + + - 0 - "
26180,"[ -1 9 0 0 0 0 84 -36 0 -1 ]",55,"- + 0 0 0 0 + - 0 - "
35147,"[ -1 0 -36 84 126 -126 0 0 9 -1 ]",55,"- 0 - + + - 0 0 + - "
35309,"[ -1 0 -36 84 -126 126 0 0 9 -1 ]",55,"- 0 - + - + 0 0 + - "
35714,"[ -1 0 -36 84 0 0 0 0 9 -1 ]",55,"- 0 - + 0 0 0 0 + - "
35768,"[ -1 0 -36 -84 126 126 -84 0 9 -1 ]",55,"- 0 - - + + - 0 + - "
36551,"[ -1 0 -36 0 126 -126 84 0 9 -1 ]",55,"- 0 - 0 + - + 0 + - "
36713,"[ -1 0 -36 0 -126 126 84 0 9 -1 ]",55,"- 0 - 0 - + + 0 + - "
37118,"[ -1 0 -36 0 0 0 84 0 9 -1 ]",55,"- 0 - 0 0 0 + 0 + - "
37325,"[ -1 0 0 84 126 -126 0 -36 9 -1 ]",55,"- 0 0 + + - 0 - + - "
37487,"[ -1 0 0 84 -126 126 0 -36 9 -1 ]",55,"- 0 0 + - + 0 - + - "
37892,"[ -1 0 0 84 0 0 0 -36 9 -1 ]",55,"- 0 0 + 0 0 0 - + - "
37946,"[ -1 0 0 -84 126 126 -84 -36 9 -1 ]",55,"- 0 0 - + + - - + - "
38729,"[ -1 0 0 0 126 -126 84 -36 9 -1 ]",55,"- 0 0 0 + - + - + - "
38891,"[ -1 0 0 0 -126 126 84 -36 9 -1 ]",55,"- 0 0 0 - + + - + - "
39296,"[ -1 0 0 0 0 0 84 -36 9 -1 ]",55,"- 0 0 0 0 0 + - + - "
39493,"[ 0 9 36 84 126 -126 -84 0 9 1 ]",55,"0 + + + + - - 0 + + "
39655,"[ 0 9 36 84 -126 126 -84 0 9 1 ]",55,"0 + + + - + - 0 + + "
40060,"[ 0 9 36 84 0 0 -84 0 9 1 ]",55,"0 + + + 0 0 - 0 + + "
40195,"[ 0 9 36 -84 126 -126 84 0 9 1 ]",55,"0 + + - + - + 0 + + "
40357,"[ 0 9 36 -84 -126 126 84 0 9 1 ]",55,"0 + + - - + + 0 + + "
40762,"[ 0 9 36 -84 0 0 84 0 9 1 ]",55,"0 + + - 0 0 + 0 + + "
40978,"[ 0 9 36 0 126 -126 0 0 9 1 ]",55,"0 + + 0 + - 0 0 + + "
41140,"[ 0 9 36 0 -126 126 0 0 9 1 ]",55,"0 + + 0 - + 0 0 + + "
41545,"[ 0 9 36 0 0 0 0 0 9 1 ]",55,"0 + + 0 0 0 0 0 + + "
41755,"[ 0 9 -36 84 126 0 -84 -36 -9 1 ]",55,"0 + - + + 0 - - - + "
42079,"[ 0 9 -36 84 0 126 -84 -36 -9 1 ]",55,"0 + - + 0 + - - - + "
42457,"[ 0 9 -36 -84 126 0 84 -36 -9 1 ]",55,"0 + - - + 0 + - - + "
42781,"[ 0 9 -36 -84 0 126 84 -36 -9 1 ]",55,"0 + - - 0 + + - - + "
43240,"[ 0 9 -36 0 126 0 0 -36 -9 1 ]",55,"0 + - 0 + 0 0 - - + "
43564,"[ 0 9 -36 0 0 126 0 -36 -9 1 ]",55,"0 + - 0 0 + 0 - - + "
43849,"[ 0 9 0 84 126 -126 -84 36 9 1 ]",55,"0 + 0 + + - - + + + "
44011,"[ 0 9 0 84 -126 126 -84 36 9 1 ]",55,"0 + 0 + - + - + + + "
44416,"[ 0 9 0 84 0 0 -84 36 9 1 ]",55,"0 + 0 + 0 0 - + + + "
44551,"[ 0 9 0 -84 126 -126 84 36 9 1 ]",55,"0 + 0 - + - + + + + "
44713,"[ 0 9 0 -84 -126 126 84 36 9 1 ]",55,"0 + 0 - - + + + + + "
45118,"[ 0 9 0 -84 0 0 84 36 9 1 ]",55,"0 + 0 - 0 0 + + + + "
45334,"[ 0 9 0 0 126 -126 0 36 9 1 ]",55,"0 + 0 0 + - 0 + + + "
45496,"[ 0 9 0 0 -126 126 0 36 9 1 ]",55,"0 + 0 0 - + 0 + + + "
45901,"[ 0 9 0 0 0 0 0 36 9 1 ]",55,"0 + 0 0 0 0 0 + + + "
46039,"[ 0 -9 36 84 126 -126 -84 36 -9 1 ]",55,"0 - + + + - - + - + "
46201,"[ 0 -9 36 84 -126 126 -84 36 -9 1 ]",55,"0 - + + - + - + - + "
46606,"[ 0 -9 36 84 0 0 -84 36 -9 1 ]",55,"0 - + + 0 0 - + - + "
46741,"[ 0 -9 36 -84 126 -126 84 36 -9 1 ]",55,"0 - + - + - + + - + "
46903,"[ 0 -9 36 -84 -126 126 84 36 -9 1 ]",55,"0 - + - - + + + - + "
47308,"[ 0 -9 36 -84 0 0 84 36 -9 1 ]",55,"0 - + - 0 0 + + - + "
47524,"[ 0 -9 36 0 126 -126 0 36 -9 1 ]",55,"0 - + 0 + - 0 + - + "
47686,"[ 0 -9 36 0 -126 126 0 36 -9 1 ]",55,"0 - + 0 - + 0 + - + "
48091,"[ 0 -9 36 0 0 0 0 36 -9 1 ]",55,"0 - + 0 0 0 0 + - + "
48313,"[ 0 -9 -36 84 126 0 -84 -36 9 1 ]",55,"0 - - + + 0 - - + + "
48637,"[ 0 -9 -36 84 0 126 -84 -36 9 1 ]",55,"0 - - + 0 + - - + + "
49015,"[ 0 -9 -36 -84 126 0 84 -36 9 1 ]",55,"0 - - - + 0 + - + + "
49339,"[ 0 -9 -36 -84 0 126 84 -36 9 1 ]",55,"0 - - - 0 + + - + + "
49798,"[ 0 -9 -36 0 126 0 0 -36 9 1 ]",55,"0 - - 0 + 0 0 - + + "
50122,"[ 0 -9 -36 0 0 126 0 -36 9 1 ]",55,"0 - - 0 0 + 0 - + + "
54880,"[ 0 0 -36 84 126 0 -84 -36 0 1 ]",55,"0 0 - + + 0 - - 0 + "
55204,"[ 0 0 -36 84 0 126 -84 -36 0 1 ]",55,"0 0 - + 0 + - - 0 + "
55582,"[ 0 0 -36 -84 126 0 84 -36 0 1 ]",55,"0 0 - - + 0 + - 0 + "
55906,"[ 0 0 -36 -84 0 126 84 -36 0 1 ]",55,"0 0 - - 0 + + - 0 + "
56365,"[ 0 0 -36 0 126 0 0 -36 0 1 ]",55,"0 0 - 0 + 0 0 - 0 + "
56689,"[ 0 0 -36 0 0 126 0 -36 0 1 ]",55,"0 0 - 0 0 + 0 - 0 + "
