Step,Sequence,Sum,Choices
2,"[ 1 2 -1 ]",2,"+ + - "
7,"[ 1 0 1 ]",2,"+ 0 + "
10,"[ -1 2 1 ]",2,"- + + "
21,"[ 0 2 0 ]",2,"0 + 0 "
