Step,Sequence,Sum,Choices
6791,"[ 0 -8 -28 -56 70 56 0 0 0 ]",34,"0 - - - + + 0 0 0 "
7007,"[ 0 -8 -28 0 70 0 0 0 0 ]",34,"0 - - 0 + 0 0 0 0 "
7124,"[ 0 -8 -28 56 -70 56 28 0 0 ]",34,"0 - - + - + + 0 0 "
7223,"[ 0 -8 -28 56 70 -56 0 0 0 ]",34,"0 - - + + - 0 0 0 "
7502,"[ 0 -8 0 -56 70 0 28 0 0 ]",34,"0 - 0 - + 0 + 0 0 "
7511,"[ 0 -8 0 -56 70 56 -28 0 0 ]",34,"0 - 0 - + + - 0 0 "
7718,"[ 0 -8 0 0 70 -56 28 0 0 ]",34,"0 - 0 0 + - + 0 0 "
7727,"[ 0 -8 0 0 70 0 -28 0 0 ]",34,"0 - 0 0 + 0 - 0 0 "
7844,"[ 0 -8 0 56 -70 56 0 0 0 ]",34,"0 - 0 + - + 0 0 0 "
7943,"[ 0 -8 0 56 70 -56 -28 0 0 ]",34,"0 - 0 + + - - 0 0 "
8222,"[ 0 -8 28 -56 70 0 0 0 0 ]",34,"0 - + - + 0 0 0 0 "
8339,"[ 0 -8 28 0 -70 56 28 0 0 ]",34,"0 - + 0 - + + 0 0 "
8438,"[ 0 -8 28 0 70 -56 0 0 0 ]",34,"0 - + 0 + - 0 0 0 "
8555,"[ 0 -8 28 56 -70 0 28 0 0 ]",34,"0 - + + - 0 + 0 0 "
8564,"[ 0 -8 28 56 -70 56 -28 0 0 ]",34,"0 - + + - + - 0 0 "
8975,"[ 0 0 -28 -56 70 56 0 -8 0 ]",34,"0 0 - - + + 0 - 0 "
9191,"[ 0 0 -28 0 70 0 0 -8 0 ]",34,"0 0 - 0 + 0 0 - 0 "
9308,"[ 0 0 -28 56 -70 56 28 -8 0 ]",34,"0 0 - + - + + - 0 "
9407,"[ 0 0 -28 56 70 -56 0 -8 0 ]",34,"0 0 - + + - 0 - 0 "
9686,"[ 0 0 0 -56 70 0 28 -8 0 ]",34,"0 0 0 - + 0 + - 0 "
9695,"[ 0 0 0 -56 70 56 -28 -8 0 ]",34,"0 0 0 - + + - - 0 "
9902,"[ 0 0 0 0 70 -56 28 -8 0 ]",34,"0 0 0 0 + - + - 0 "
9911,"[ 0 0 0 0 70 0 -28 -8 0 ]",34,"0 0 0 0 + 0 - - 0 "
10028,"[ 0 0 0 56 -70 56 0 -8 0 ]",34,"0 0 0 + - + 0 - 0 "
10127,"[ 0 0 0 56 70 -56 -28 -8 0 ]",34,"0 0 0 + + - - - 0 "
10406,"[ 0 0 28 -56 70 0 0 -8 0 ]",34,"0 0 + - + 0 0 - 0 "
10523,"[ 0 0 28 0 -70 56 28 -8 0 ]",34,"0 0 + 0 - + + - 0 "
10622,"[ 0 0 28 0 70 -56 0 -8 0 ]",34,"0 0 + 0 + - 0 - 0 "
10739,"[ 0 0 28 56 -70 0 28 -8 0 ]",34,"0 0 + + - 0 + - 0 "
10748,"[ 0 0 28 56 -70 56 -28 -8 0 ]",34,"0 0 + + - + - - 0 "
13351,"[ 1 -8 -28 -56 70 56 0 0 -1 ]",34,"+ - - - + + 0 0 - "
13567,"[ 1 -8 -28 0 70 0 0 0 -1 ]",34,"+ - - 0 + 0 0 0 - "
13684,"[ 1 -8 -28 56 -70 56 28 0 -1 ]",34,"+ - - + - + + 0 - "
13783,"[ 1 -8 -28 56 70 -56 0 0 -1 ]",34,"+ - - + + - 0 0 - "
14062,"[ 1 -8 0 -56 70 0 28 0 -1 ]",34,"+ - 0 - + 0 + 0 - "
14071,"[ 1 -8 0 -56 70 56 -28 0 -1 ]",34,"+ - 0 - + + - 0 - "
14278,"[ 1 -8 0 0 70 -56 28 0 -1 ]",34,"+ - 0 0 + - + 0 - "
14287,"[ 1 -8 0 0 70 0 -28 0 -1 ]",34,"+ - 0 0 + 0 - 0 - "
14404,"[ 1 -8 0 56 -70 56 0 0 -1 ]",34,"+ - 0 + - + 0 0 - "
14503,"[ 1 -8 0 56 70 -56 -28 0 -1 ]",34,"+ - 0 + + - - 0 - "
14782,"[ 1 -8 28 -56 70 0 0 0 -1 ]",34,"+ - + - + 0 0 0 - "
14899,"[ 1 -8 28 0 -70 56 28 0 -1 ]",34,"+ - + 0 - + + 0 - "
14998,"[ 1 -8 28 0 70 -56 0 0 -1 ]",34,"+ - + 0 + - 0 0 - "
15115,"[ 1 -8 28 56 -70 0 28 0 -1 ]",34,"+ - + + - 0 + 0 - "
15124,"[ 1 -8 28 56 -70 56 -28 0 -1 ]",34,"+ - + + - + - 0 - "
15535,"[ 1 0 -28 -56 70 56 0 -8 -1 ]",34,"+ 0 - - + + 0 - - "
15751,"[ 1 0 -28 0 70 0 0 -8 -1 ]",34,"+ 0 - 0 + 0 0 - - "
15868,"[ 1 0 -28 56 -70 56 28 -8 -1 ]",34,"+ 0 - + - + + - - "
15967,"[ 1 0 -28 56 70 -56 0 -8 -1 ]",34,"+ 0 - + + - 0 - - "
16246,"[ 1 0 0 -56 70 0 28 -8 -1 ]",34,"+ 0 0 - + 0 + - - "
16255,"[ 1 0 0 -56 70 56 -28 -8 -1 ]",34,"+ 0 0 - + + - - - "
16462,"[ 1 0 0 0 70 -56 28 -8 -1 ]",34,"+ 0 0 0 + - + - - "
16471,"[ 1 0 0 0 70 0 -28 -8 -1 ]",34,"+ 0 0 0 + 0 - - - "
16588,"[ 1 0 0 56 -70 56 0 -8 -1 ]",34,"+ 0 0 + - + 0 - - "
16687,"[ 1 0 0 56 70 -56 -28 -8 -1 ]",34,"+ 0 0 + + - - - - "
16966,"[ 1 0 28 -56 70 0 0 -8 -1 ]",34,"+ 0 + - + 0 0 - - "
17083,"[ 1 0 28 0 -70 56 28 -8 -1 ]",34,"+ 0 + 0 - + + - - "
17182,"[ 1 0 28 0 70 -56 0 -8 -1 ]",34,"+ 0 + 0 + - 0 - - "
17299,"[ 1 0 28 56 -70 0 28 -8 -1 ]",34,"+ 0 + + - 0 + - - "
17308,"[ 1 0 28 56 -70 56 -28 -8 -1 ]",34,"+ 0 + + - + - - - "
