Step,Sequence,Sum,Choices
13011,"[ 0 -9 36 84 126 -126 -84 36 -9 1 ]",55,"0 - + + + - - + - + "
13149,"[ 0 9 0 0 0 0 0 36 9 1 ]",55,"0 + 0 0 0 0 0 + + + "
13554,"[ 0 9 0 0 -126 126 0 36 9 1 ]",55,"0 + 0 0 - + 0 + + + "
13716,"[ 0 9 0 0 126 -126 0 36 9 1 ]",55,"0 + 0 0 + - 0 + + + "
13932,"[ 0 9 0 -84 0 0 84 36 9 1 ]",55,"0 + 0 - 0 0 + + + + "
14337,"[ 0 9 0 -84 -126 126 84 36 9 1 ]",55,"0 + 0 - - + + + + + "
14499,"[ 0 9 0 -84 126 -126 84 36 9 1 ]",55,"0 + 0 - + - + + + + "
14634,"[ 0 9 0 84 0 0 -84 36 9 1 ]",55,"0 + 0 + 0 0 - + + + "
15039,"[ 0 9 0 84 -126 126 -84 36 9 1 ]",55,"0 + 0 + - + - + + + "
15201,"[ 0 9 0 84 126 -126 -84 36 9 1 ]",55,"0 + 0 + + - - + + + "
15486,"[ 0 9 -36 0 0 126 0 -36 -9 1 ]",55,"0 + - 0 0 + 0 - - + "
15810,"[ 0 9 -36 0 126 0 0 -36 -9 1 ]",55,"0 + - 0 + 0 0 - - + "
16269,"[ 0 9 -36 -84 0 126 84 -36 -9 1 ]",55,"0 + - - 0 + + - - + "
16593,"[ 0 9 -36 -84 126 0 84 -36 -9 1 ]",55,"0 + - - + 0 + - - + "
16971,"[ 0 9 -36 84 0 126 -84 -36 -9 1 ]",55,"0 + - + 0 + - - - + "
17295,"[ 0 9 -36 84 126 0 -84 -36 -9 1 ]",55,"0 + - + + 0 - - - + "
17505,"[ 0 9 36 0 0 0 0 0 9 1 ]",55,"0 + + 0 0 0 0 0 + + "
17910,"[ 0 9 36 0 -126 126 0 0 9 1 ]",55,"0 + + 0 - + 0 0 + + "
18072,"[ 0 9 36 0 126 -126 0 0 9 1 ]",55,"0 + + 0 + - 0 0 + + "
18288,"[ 0 9 36 -84 0 0 84 0 9 1 ]",55,"0 + + - 0 0 + 0 + + "
18693,"[ 0 9 36 -84 -126 126 84 0 9 1 ]",55,"0 + + - - + + 0 + + "
18855,"[ 0 9 36 -84 126 -126 84 0 9 1 ]",55,"0 + + - + - + 0 + + "
18990,"[ 0 9 36 84 0 0 -84 0 9 1 ]",55,"0 + + + 0 0 - 0 + + "
19395,"[ 0 9 36 84 -126 126 -84 0 9 1 ]",55,"0 + + + - + - 0 + + "
19557,"[ 0 9 36 84 126 -126 -84 0 9 1 ]",55,"0 + + + + - - 0 + + "
19754,"[ -1 0 0 0 0 0 84 -36 9 -1 ]",55,"- 0 0 0 0 0 + - + - "
20159,"[ -1 0 0 0 -126 126 84 -36 9 -1 ]",55,"- 0 0 0 - + + - + - "
20321,"[ -1 0 0 0 126 -126 84 -36 9 -1 ]",55,"- 0 0 0 + - + - + - "
21104,"[ -1 0 0 -84 126 126 -84 -36 9 -1 ]",55,"- 0 0 - + + - - + - "
21158,"[ -1 0 0 84 0 0 0 -36 9 -1 ]",55,"- 0 0 + 0 0 0 - + - "
21563,"[ -1 0 0 84 -126 126 0 -36 9 -1 ]",55,"- 0 0 + - + 0 - + - "
21725,"[ -1 0 0 84 126 -126 0 -36 9 -1 ]",55,"- 0 0 + + - 0 - + - "
21932,"[ -1 0 -36 0 0 0 84 0 9 -1 ]",55,"- 0 - 0 0 0 + 0 + - "
22337,"[ -1 0 -36 0 -126 126 84 0 9 -1 ]",55,"- 0 - 0 - + + 0 + - "
22499,"[ -1 0 -36 0 126 -126 84 0 9 -1 ]",55,"- 0 - 0 + - + 0 + - "
23282,"[ -1 0 -36 -84 126 126 -84 0 9 -1 ]",55,"- 0 - - + + - 0 + - "
23336,"[ -1 0 -36 84 0 0 0 0 9 -1 ]",55,"- 0 - + 0 0 0 0 + - "
23741,"[ -1 0 -36 84 -126 126 0 0 9 -1 ]",55,"- 0 - + - + 0 0 + - "
23903,"[ -1 0 -36 84 126 -126 0 0 9 -1 ]",55,"- 0 - + + - 0 0 + - "
32870,"[ -1 9 0 0 0 0 84 -36 0 -1 ]",55,"- + 0 0 0 0 + - 0 - "
33275,"[ -1 9 0 0 -126 126 84 -36 0 -1 ]",55,"- + 0 0 - + + - 0 - "
33437,"[ -1 9 0 0 126 -126 84 -36 0 -1 ]",55,"- + 0 0 + - + - 0 - "
34220,"[ -1 9 0 -84 126 126 -84 -36 0 -1 ]",55,"- + 0 - + + - - 0 - "
34274,"[ -1 9 0 84 0 0 0 -36 0 -1 ]",55,"- + 0 + 0 0 0 - 0 - "
34679,"[ -1 9 0 84 -126 126 0 -36 0 -1 ]",55,"- + 0 + - + 0 - 0 - "
34841,"[ -1 9 0 84 126 -126 0 -36 0 -1 ]",55,"- + 0 + + - 0 - 0 - "
35048,"[ -1 9 -36 0 0 0 84 0 0 -1 ]",55,"- + - 0 0 0 + 0 0 - "
35453,"[ -1 9 -36 0 -126 126 84 0 0 -1 ]",55,"- + - 0 - + + 0 0 - "
35615,"[ -1 9 -36 0 126 -126 84 0 0 -1 ]",55,"- + - 0 + - + 0 0 - "
36398,"[ -1 9 -36 -84 126 126 -84 0 0 -1 ]",55,"- + - - + + - 0 0 - "
36452,"[ -1 9 -36 84 0 0 0 0 0 -1 ]",55,"- + - + 0 0 0 0 0 - "
36857,"[ -1 9 -36 84 -126 126 0 0 0 -1 ]",55,"- + - + - + 0 0 0 - "
37019,"[ -1 9 -36 84 126 -126 0 0 0 -1 ]",55,"- + - + + - 0 0 0 - "
41725,"[ 1 0 -36 0 0 126 0 -36 0 0 ]",55,"+ 0 - 0 0 + 0 - 0 0 "
42049,"[ 1 0 -36 0 126 0 0 -36 0 0 ]",55,"+ 0 - 0 + 0 0 - 0 0 "
42508,"[ 1 0 -36 -84 0 126 84 -36 0 0 ]",55,"+ 0 - - 0 + + - 0 0 "
42832,"[ 1 0 -36 -84 126 0 84 -36 0 0 ]",55,"+ 0 - - + 0 + - 0 0 "
43210,"[ 1 0 -36 84 0 126 -84 -36 0 0 ]",55,"+ 0 - + 0 + - - 0 0 "
43534,"[ 1 0 -36 84 126 0 -84 -36 0 0 ]",55,"+ 0 - + + 0 - - 0 0 "
48292,"[ 1 -9 -36 0 0 126 0 -36 9 0 ]",55,"+ - - 0 0 + 0 - + 0 "
48616,"[ 1 -9 -36 0 126 0 0 -36 9 0 ]",55,"+ - - 0 + 0 0 - + 0 "
49075,"[ 1 -9 -36 -84 0 126 84 -36 9 0 ]",55,"+ - - - 0 + + - + 0 "
49399,"[ 1 -9 -36 -84 126 0 84 -36 9 0 ]",55,"+ - - - + 0 + - + 0 "
49777,"[ 1 -9 -36 84 0 126 -84 -36 9 0 ]",55,"+ - - + 0 + - - + 0 "
50101,"[ 1 -9 -36 84 126 0 -84 -36 9 0 ]",55,"+ - - + + 0 - - + 0 "
50323,"[ 1 -9 36 0 0 0 0 36 -9 0 ]",55,"+ - + 0 0 0 0 + - 0 "
50728,"[ 1 -9 36 0 -126 126 0 36 -9 0 ]",55,"+ - + 0 - + 0 + - 0 "
50890,"[ 1 -9 36 0 126 -126 0 36 -9 0 ]",55,"+ - + 0 + - 0 + - 0 "
51106,"[ 1 -9 36 -84 0 0 84 36 -9 0 ]",55,"+ - + - 0 0 + + - 0 "
51511,"[ 1 -9 36 -84 -126 126 84 36 -9 0 ]",55,"+ - + - - + + + - 0 "
51673,"[ 1 -9 36 -84 126 -126 84 36 -9 0 ]",55,"+ - + - + - + + - 0 "
51808,"[ 1 -9 36 84 0 0 -84 36 -9 0 ]",55,"+ - + + 0 0 - + - 0 "
52213,"[ 1 -9 36 84 -126 126 -84 36 -9 0 ]",55,"+ - + + - + - + - 0 "
52375,"[ 1 -9 36 84 126 -126 -84 36 -9 0 ]",55,"+ - + + + - - + - 0 "
52513,"[ 1 9 0 0 0 0 0 36 9 0 ]",55,"+ + 0 0 0 0 0 + + 0 "
52918,"[ 1 9 0 0 -126 126 0 36 9 0 ]",55,"+ + 0 0 - + 0 + + 0 "
53080,"[ 1 9 0 0 126 -126 0 36 9 0 ]",55,"+ + 0 0 + - 0 + + 0 "
53296,"[ 1 9 0 -84 0 0 84 36 9 0 ]",55,"+ + 0 - 0 0 + + + 0 "
53701,"[ 1 9 0 -84 -126 126 84 36 9 0 ]",55,"+ + 0 - - + + + + 0 "
53863,"[ 1 9 0 -84 126 -126 84 36 9 0 ]",55,"+ + 0 - + - + + + 0 "
53998,"[ 1 9 0 84 0 0 -84 36 9 0 ]",55,"+ + 0 + 0 0 - + + 0 "
54403,"[ 1 9 0 84 -126 126 -84 36 9 0 ]",55,"+ + 0 + - + - + + 0 "
54565,"[ 1 9 0 84 126 -126 -84 36 9 0 ]",55,"+ + 0 + + - - + + 0 "
54850,"[ 1 9 -36 0 0 126 0 -36 -9 0 ]",55,"+ + - 0 0 + 0 - - 0 "
55174,"[ 1 9 -36 0 126 0 0 -36 -9 0 ]",55,"+ + - 0 + 0 0 - - 0 "
55633,"[ 1 9 -36 -84 0 126 84 -36 -9 0 ]",55,"+ + - - 0 + + - - 0 "
55957,"[ 1 9 -36 -84 126 0 84 -36 -9 0 ]",55,"+ + - - + 0 + - - 0 "
56335,"[ 1 9 -36 84 0 126 -84 -36 -9 0 ]",55,"+ + - + 0 + - - - 0 "
56659,"[ 1 9 -36 84 126 0 -84 -36 -9 0 ]",55,"+ + - + + 0 - - - 0 "
56869,"[ 1 9 36 0 0 0 0 0 9 0 ]",55,"+ + + 0 0 0 0 0 + 0 "
57274,"[ 1 9 36 0 -126 126 0 0 9 0 ]",55,"+ + + 0 - + 0 0 + 0 "
57436,"[ 1 9 36 0 126 -126 0 0 9 0 ]",55,"+ + + 0 + - 0 0 + 0 "
57652,"[ 1 9 36 -84 0 0 84 0 9 0 ]",55,"+ + + - 0 0 + 0 + 0 "
58057,"[ 1 9 36 -84 -126 126 84 0 9 0 ]",55,"+ + + - - + + 0 + 0 "
58219,"[ 1 9 36 -84 126 -126 84 0 9 0 ]",55,"+ + + - + - + 0 + 0 "
58354,"[ 1 9 36 84 0 0 -84 0 9 0 ]",55,"+ + + + 0 0 - 0 + 0 "
58759,"[ 1 9 36 84 -126 126 -84 0 9 0 ]",55,"+ + + + - + - 0 + 0 "
58921,"[ 1 9 36 84 126 -126 -84 0 9 0 ]",55,"+ + + + + - - 0 + 0 "
