Step,Sequence,Sum,Choices
2872,"[ 0 -8 0 56 70 -56 -28 0 0 ]",34,"0 - 0 + + - - 0 0 "
3079,"[ 0 -8 -28 0 70 0 0 0 0 ]",34,"0 - - 0 + 0 0 0 0 "
3376,"[ 0 -8 -28 -56 70 56 0 0 0 ]",34,"0 - - - + + 0 0 0 "
3556,"[ 0 -8 -28 56 -70 56 28 0 0 ]",34,"0 - - + - + + 0 0 "
3592,"[ 0 -8 -28 56 70 -56 0 0 0 ]",34,"0 - - + + - 0 0 0 "
3799,"[ 0 -8 28 0 -70 56 28 0 0 ]",34,"0 - + 0 - + + 0 0 "
3835,"[ 0 -8 28 0 70 -56 0 0 0 ]",34,"0 - + 0 + - 0 0 0 "
4051,"[ 0 -8 28 -56 70 0 0 0 0 ]",34,"0 - + - + 0 0 0 0 "
4231,"[ 0 -8 28 56 -70 0 28 0 0 ]",34,"0 - + + - 0 + 0 0 "
4276,"[ 0 -8 28 56 -70 56 -28 0 0 ]",34,"0 - + + - + - 0 0 "
6587,"[ -1 0 0 0 0 0 28 8 -1 ]",34,"- 0 0 0 0 0 + + - "
6632,"[ -1 0 0 0 0 56 -28 8 -1 ]",34,"- 0 0 0 0 + - + - "
6738,"[ -1 0 0 0 70 0 -28 -8 1 ]",34,"- 0 0 0 + 0 - - + "
6774,"[ -1 0 0 0 70 -56 28 -8 1 ]",34,"- 0 0 0 + - + - + "
6884,"[ -1 0 0 -56 0 56 28 8 -1 ]",34,"- 0 0 - 0 + + + - "
6990,"[ -1 0 0 -56 70 0 28 -8 1 ]",34,"- 0 0 - + 0 + - + "
7035,"[ -1 0 0 -56 70 56 -28 -8 1 ]",34,"- 0 0 - + + - - + "
7064,"[ -1 0 0 56 0 0 -28 8 -1 ]",34,"- 0 0 + 0 0 - + - "
7100,"[ -1 0 0 56 0 -56 28 8 -1 ]",34,"- 0 0 + 0 - + + - "
7188,"[ -1 0 0 56 -70 56 0 -8 1 ]",34,"- 0 0 + - + 0 - + "
7251,"[ -1 0 0 56 70 -56 -28 -8 1 ]",34,"- 0 0 + + - - - + "
7352,"[ -1 0 -28 0 0 56 0 8 -1 ]",34,"- 0 - 0 0 + 0 + - "
7458,"[ -1 0 -28 0 70 0 0 -8 1 ]",34,"- 0 - 0 + 0 0 - + "
7755,"[ -1 0 -28 -56 70 56 0 -8 1 ]",34,"- 0 - - + + 0 - + "
7784,"[ -1 0 -28 56 0 0 0 8 -1 ]",34,"- 0 - + 0 0 0 + - "
7935,"[ -1 0 -28 56 -70 56 28 -8 1 ]",34,"- 0 - + - + + - + "
7971,"[ -1 0 -28 56 70 -56 0 -8 1 ]",34,"- 0 - + + - 0 - + "
8027,"[ -1 0 28 0 0 0 0 8 -1 ]",34,"- 0 + 0 0 0 0 + - "
8178,"[ -1 0 28 0 -70 56 28 -8 1 ]",34,"- 0 + 0 - + + - + "
8214,"[ -1 0 28 0 70 -56 0 -8 1 ]",34,"- 0 + 0 + - 0 - + "
8324,"[ -1 0 28 -56 0 56 0 8 -1 ]",34,"- 0 + - 0 + 0 + - "
8430,"[ -1 0 28 -56 70 0 0 -8 1 ]",34,"- 0 + - + 0 0 - + "
8540,"[ -1 0 28 56 0 -56 0 8 -1 ]",34,"- 0 + + 0 - 0 + - "
8610,"[ -1 0 28 56 -70 0 28 -8 1 ]",34,"- 0 + + - 0 + - + "
8655,"[ -1 0 28 56 -70 56 -28 -8 1 ]",34,"- 0 + + - + - - + "
8922,"[ -1 -8 0 0 70 0 -28 0 1 ]",34,"- - 0 0 + 0 - 0 + "
8958,"[ -1 -8 0 0 70 -56 28 0 1 ]",34,"- - 0 0 + - + 0 + "
9174,"[ -1 -8 0 -56 70 0 28 0 1 ]",34,"- - 0 - + 0 + 0 + "
9219,"[ -1 -8 0 -56 70 56 -28 0 1 ]",34,"- - 0 - + + - 0 + "
9372,"[ -1 -8 0 56 -70 56 0 0 1 ]",34,"- - 0 + - + 0 0 + "
9435,"[ -1 -8 0 56 70 -56 -28 0 1 ]",34,"- - 0 + + - - 0 + "
9642,"[ -1 -8 -28 0 70 0 0 0 1 ]",34,"- - - 0 + 0 0 0 + "
9939,"[ -1 -8 -28 -56 70 56 0 0 1 ]",34,"- - - - + + 0 0 + "
10119,"[ -1 -8 -28 56 -70 56 28 0 1 ]",34,"- - - + - + + 0 + "
10155,"[ -1 -8 -28 56 70 -56 0 0 1 ]",34,"- - - + + - 0 0 + "
10362,"[ -1 -8 28 0 -70 56 28 0 1 ]",34,"- - + 0 - + + 0 + "
10398,"[ -1 -8 28 0 70 -56 0 0 1 ]",34,"- - + 0 + - 0 0 + "
10614,"[ -1 -8 28 -56 70 0 0 0 1 ]",34,"- - + - + 0 0 0 + "
10794,"[ -1 -8 28 56 -70 0 28 0 1 ]",34,"- - + + - 0 + 0 + "
10839,"[ -1 -8 28 56 -70 56 -28 0 1 ]",34,"- - + + - + - 0 + "
10955,"[ -1 8 0 0 0 0 28 0 -1 ]",34,"- + 0 0 0 0 + 0 - "
11000,"[ -1 8 0 0 0 56 -28 0 -1 ]",34,"- + 0 0 0 + - 0 - "
11252,"[ -1 8 0 -56 0 56 28 0 -1 ]",34,"- + 0 - 0 + + 0 - "
11432,"[ -1 8 0 56 0 0 -28 0 -1 ]",34,"- + 0 + 0 0 - 0 - "
11468,"[ -1 8 0 56 0 -56 28 0 -1 ]",34,"- + 0 + 0 - + 0 - "
11720,"[ -1 8 -28 0 0 56 0 0 -1 ]",34,"- + - 0 0 + 0 0 - "
12152,"[ -1 8 -28 56 0 0 0 0 -1 ]",34,"- + - + 0 0 0 0 - "
12395,"[ -1 8 28 0 0 0 0 0 -1 ]",34,"- + + 0 0 0 0 0 - "
12692,"[ -1 8 28 -56 0 56 0 0 -1 ]",34,"- + + - 0 + 0 0 - "
12908,"[ -1 8 28 56 0 -56 0 0 -1 ]",34,"- + + + 0 - 0 0 - "
13298,"[ 1 0 0 0 70 0 -28 -8 -1 ]",34,"+ 0 0 0 + 0 - - - "
13334,"[ 1 0 0 0 70 -56 28 -8 -1 ]",34,"+ 0 0 0 + - + - - "
13550,"[ 1 0 0 -56 70 0 28 -8 -1 ]",34,"+ 0 0 - + 0 + - - "
13595,"[ 1 0 0 -56 70 56 -28 -8 -1 ]",34,"+ 0 0 - + + - - - "
13748,"[ 1 0 0 56 -70 56 0 -8 -1 ]",34,"+ 0 0 + - + 0 - - "
13811,"[ 1 0 0 56 70 -56 -28 -8 -1 ]",34,"+ 0 0 + + - - - - "
14018,"[ 1 0 -28 0 70 0 0 -8 -1 ]",34,"+ 0 - 0 + 0 0 - - "
14315,"[ 1 0 -28 -56 70 56 0 -8 -1 ]",34,"+ 0 - - + + 0 - - "
14495,"[ 1 0 -28 56 -70 56 28 -8 -1 ]",34,"+ 0 - + - + + - - "
14531,"[ 1 0 -28 56 70 -56 0 -8 -1 ]",34,"+ 0 - + + - 0 - - "
14738,"[ 1 0 28 0 -70 56 28 -8 -1 ]",34,"+ 0 + 0 - + + - - "
14774,"[ 1 0 28 0 70 -56 0 -8 -1 ]",34,"+ 0 + 0 + - 0 - - "
14990,"[ 1 0 28 -56 70 0 0 -8 -1 ]",34,"+ 0 + - + 0 0 - - "
15170,"[ 1 0 28 56 -70 0 28 -8 -1 ]",34,"+ 0 + + - 0 + - - "
15215,"[ 1 0 28 56 -70 56 -28 -8 -1 ]",34,"+ 0 + + - + - - - "
15482,"[ 1 -8 0 0 70 0 -28 0 -1 ]",34,"+ - 0 0 + 0 - 0 - "
15518,"[ 1 -8 0 0 70 -56 28 0 -1 ]",34,"+ - 0 0 + - + 0 - "
15734,"[ 1 -8 0 -56 70 0 28 0 -1 ]",34,"+ - 0 - + 0 + 0 - "
15779,"[ 1 -8 0 -56 70 56 -28 0 -1 ]",34,"+ - 0 - + + - 0 - "
15932,"[ 1 -8 0 56 -70 56 0 0 -1 ]",34,"+ - 0 + - + 0 0 - "
15995,"[ 1 -8 0 56 70 -56 -28 0 -1 ]",34,"+ - 0 + + - - 0 - "
16202,"[ 1 -8 -28 0 70 0 0 0 -1 ]",34,"+ - - 0 + 0 0 0 - "
16499,"[ 1 -8 -28 -56 70 56 0 0 -1 ]",34,"+ - - - + + 0 0 - "
16679,"[ 1 -8 -28 56 -70 56 28 0 -1 ]",34,"+ - - + - + + 0 - "
16715,"[ 1 -8 -28 56 70 -56 0 0 -1 ]",34,"+ - - + + - 0 0 - "
16922,"[ 1 -8 28 0 -70 56 28 0 -1 ]",34,"+ - + 0 - + + 0 - "
16958,"[ 1 -8 28 0 70 -56 0 0 -1 ]",34,"+ - + 0 + - 0 0 - "
17174,"[ 1 -8 28 -56 70 0 0 0 -1 ]",34,"+ - + - + 0 0 0 - "
17354,"[ 1 -8 28 56 -70 0 28 0 -1 ]",34,"+ - + + - 0 + 0 - "
17399,"[ 1 -8 28 56 -70 56 -28 0 -1 ]",34,"+ - + + - + - 0 - "
