Step,Sequence,Sum,Choices
158911,"[ 0 0 -45 -120 210 0 0 0 45 0 -1 ]",89,"0 0 - - + 0 0 0 + 0 - "
159559,"[ 0 0 -45 -120 0 0 210 0 45 0 -1 ]",89,"0 0 - - 0 0 + 0 + 0 - "
160466,"[ 0 0 -45 120 210 -252 210 -120 -45 10 1 ]",89,"0 0 - + + - + - - + + "
160610,"[ 0 0 -45 120 210 -252 0 0 45 10 1 ]",89,"0 0 - + + - 0 0 + + + "
161258,"[ 0 0 -45 120 0 -252 210 0 45 10 1 ]",89,"0 0 - + 0 - + 0 + + + "
162707,"[ 0 0 -45 0 210 -252 210 0 -45 10 1 ]",89,"0 0 - 0 + - + 0 - + + "
162770,"[ 0 0 -45 0 210 -252 0 120 45 10 1 ]",89,"0 0 - 0 + - 0 + + + + "
163231,"[ 0 0 -45 0 210 0 0 -120 45 0 -1 ]",89,"0 0 - 0 + 0 0 - + 0 - "
163418,"[ 0 0 -45 0 0 -252 210 120 45 10 1 ]",89,"0 0 - 0 0 - + + + + + "
163879,"[ 0 0 -45 0 0 0 210 -120 45 0 -1 ]",89,"0 0 - 0 0 0 + - + 0 - "
164635,"[ 0 0 45 -120 -210 0 210 120 45 0 -1 ]",89,"0 0 + - - 0 + + + 0 - "
165283,"[ 0 0 45 -120 210 0 -210 120 45 0 -1 ]",89,"0 0 + - + 0 - + + 0 - "
165463,"[ 0 0 45 -120 210 0 0 0 -45 0 -1 ]",89,"0 0 + - + 0 0 0 - 0 - "
166111,"[ 0 0 45 -120 0 0 210 0 -45 0 -1 ]",89,"0 0 + - 0 0 + 0 - 0 - "
166174,"[ 0 0 45 -120 0 0 0 120 45 0 -1 ]",89,"0 0 + - 0 0 0 + + 0 - "
166334,"[ 0 0 45 120 -210 -252 210 120 45 10 1 ]",89,"0 0 + + - - + + + + + "
166795,"[ 0 0 45 120 -210 0 210 -120 45 0 -1 ]",89,"0 0 + + - 0 + - + 0 - "
166982,"[ 0 0 45 120 210 -252 -210 120 45 10 1 ]",89,"0 0 + + + - - + + + + "
167162,"[ 0 0 45 120 210 -252 0 0 -45 10 1 ]",89,"0 0 + + + - 0 0 - + + "
167443,"[ 0 0 45 120 210 0 -210 -120 45 0 -1 ]",89,"0 0 + + + 0 - - + 0 - "
167810,"[ 0 0 45 120 0 -252 210 0 -45 10 1 ]",89,"0 0 + + 0 - + 0 - + + "
167873,"[ 0 0 45 120 0 -252 0 120 45 10 1 ]",89,"0 0 + + 0 - 0 + + + + "
168334,"[ 0 0 45 120 0 0 0 -120 45 0 -1 ]",89,"0 0 + + 0 0 0 - + 0 - "
169036,"[ 0 0 45 0 -210 0 210 0 45 0 -1 ]",89,"0 0 + 0 - 0 + 0 + 0 - "
169322,"[ 0 0 45 0 210 -252 0 120 -45 10 1 ]",89,"0 0 + 0 + - 0 + - + + "
169684,"[ 0 0 45 0 210 0 -210 0 45 0 -1 ]",89,"0 0 + 0 + 0 - 0 + 0 - "
169783,"[ 0 0 45 0 210 0 0 -120 -45 0 -1 ]",89,"0 0 + 0 + 0 0 - - 0 - "
169970,"[ 0 0 45 0 0 -252 210 120 -45 10 1 ]",89,"0 0 + 0 0 - + + - + + "
170431,"[ 0 0 45 0 0 0 210 -120 -45 0 -1 ]",89,"0 0 + 0 0 0 + - - 0 - "
170575,"[ 0 0 45 0 0 0 0 0 45 0 -1 ]",89,"0 0 + 0 0 0 0 0 + 0 - "
172042,"[ 0 0 0 -120 210 0 0 0 0 0 -1 ]",89,"0 0 0 - + 0 0 0 0 0 - "
172690,"[ 0 0 0 -120 0 0 210 0 0 0 -1 ]",89,"0 0 0 - 0 0 + 0 0 0 - "
173741,"[ 0 0 0 120 210 -252 0 0 0 10 1 ]",89,"0 0 0 + + - 0 0 0 + + "
174389,"[ 0 0 0 120 0 -252 210 0 0 10 1 ]",89,"0 0 0 + 0 - + 0 0 + + "
175901,"[ 0 0 0 0 210 -252 0 120 0 10 1 ]",89,"0 0 0 0 + - 0 + 0 + + "
176362,"[ 0 0 0 0 210 0 0 -120 0 0 -1 ]",89,"0 0 0 0 + 0 0 - 0 0 - "
176549,"[ 0 0 0 0 0 -252 210 120 0 10 1 ]",89,"0 0 0 0 0 - + + 0 + + "
177010,"[ 0 0 0 0 0 0 210 -120 0 0 -1 ]",89,"0 0 0 0 0 0 + - 0 0 - "
